tere elcin i emgi ,	O O O O O
halhan isi rakū ci ,	O O O O O
lung king ni te he aniya jakūn biya i orin ilan de baha ha ,	BSC-B BSC-I O O O O O O O O O O O O O
aba cooha i gisun be bi donji hakū ,	O O O O O O O O O
han i šangna me bu he tanggū yan menggun gai ha ,	O O O O O O O O O O O O
sereng beile i uyunju sunja niyalma uka me ji he ,	BSC-B BSC-I O O O O O O O O O
fujiyang fakca hakū seme wesihun han de ala ∅ ,	O O O O O O O O O O
gangguri ,	PER-B O
tofohon niyalma be wa ha ,	O O O O O O
du tang duile fi jakūn wang de wesimbu he ,	O O O O O O O O O O
beye i hūsun isi rakū ,	O O O O O O
jakūta de emu feye ,	O O O O O
uluri meifen ci casi ,	BSC-B BSC-I O O O
beri ajige bi me uhuken o ho de ,	O O O O O O O O O
tsanjiyang de duin niyalma ,	O O O O O
han i hūla me bu re šang ,	O O O O O O O O
taka tuwa ki ,	O O O O
men i dali fi gaji ha niyalma bi he de ,	O O O O O O O O O O O
tere fon de ,	O O O O
cen iogi de wasimbu ha ,	BSC-B BSC-I O O O O
gūwa i gūsa seme ,	O O O O O
gurun jobo mbi seme ,	O O O O O
geren hafasa suwe dulga niyalma nikan han de buce re weile baha fi loo de bi he ,	O O O O O O O O O O O O O O O O O O
tondo sijirhūn ulin akū yada ra niyalma be jobobu me ,	O O O O O O O O O O O
suwe jori ha ba de hūdun gene rakū ci ,	O O O O O O O O O O
juwanci jergi ,	O O O
weile ara ra be ara mbi kai ,	O O O O O O O O
uttu weile be waji fi ,	O O O O O O
hai si uje dogon i xa ho šo i du jy hūi ciyanši taoga i jui motasu ,	BSC-B BSC-I BSC-B BSC-I BSC-I BSC-I BSC-I BSC-I O O O O O PER-B O O PER-B O
jaisai sin be inu uji fi sinda fi unggi he ,	PER-B O O O O O O O O O O
haksaha ,	PER-B O
ahūta de komso ,	O O O O
urat i hajagai gai ha ,	PLC-B O PER-B O O O
solho i fe han ,	O O O O O
min i jui komso gene fi ,	O O O O O O O
abka i ara ha dain ,	O O O O O O
uka me ubaša me yabu re niyalma be saikan tuwakiya ∅ ,	O O O O O O O O O O O O
weile he jeku i dabala ,	O O O O O O
tere ci guwangning de ice du tang ji he seme aca me unggi he gangguri ,	O O PLC-B O O O O O O O O O O O PER-B O
sogi juwe fan ,	O O O O
hūng tsoo tun i liyan biyoo ,	BSC-B BSC-I BSC-I O BSC-B BSC-I O
boihoci ecike i arai ,	BSC-B BSC-I O PER-B O
ere be dahai ,	O O PER-B O
tungken ,	O O
tuttu buce me afa fi baha ha liyoodung ni hecen i niyalma be ,	O O O O O O O PLC-B O O O O O O
ukanju ,	O O
hojihon ojo ro niyalma ,	O O O O O
hecen de te fi bi kini .	O O O O O O O
○ tere hūrha gurun daha fi ,	O O O O O O O
aika buce re weile o ci ,	O O O O O O O
komso bu he deote de bisi re jaka be geli si gai mbi seme gisure re ,	O O O O O O O O O O O O O O O O O
sirdan i emu feye baha ha ,	O O O O O O O
tere ci baise ,	O O O O
emu gūsa i cooha i meiren i ejen cergei gebungge amban i tatan i unggadai gebungge niyalma nime mbi seme geren cooha i tata ra ing de tata hakū ,	O O O O O O O O PER-B O O O O O PER-B O O O O O O O O O O O O O O O
damu orin uyun hule sunja sin bi ,	O O O O O O O O
beile se amban sa i fafun i ai ai gisun be ,	O O O O O O O O O O O O
jori ha jurgan be jurce rakū seme beiguwan obu ha .	O O O O O O O O O O O
siojan ai ai baitangga nikasa be ,	O O O O O O O
dzung bing guwan ci fusihūn ,	O O O O O O
uji he ujima ,	O O O O
jase i tulergi yehe de da fi ,	O O O O O O O O
jang i jan ci wasihūn ,	BSC-B BSC-I BSC-I O O O
babai taiji ,	BSC-B BSC-I O
beye banji re de tondo i banji rakū ci ,	O O O O O O O O O O
hoko ho ,	O O O
orin ciyandzung uba de bi ci ,	O O O O O O O
hohori ,	O O
bata kimun seme gida rakū ,	O O O O O O
emu boo kai ,	O O O O
beye buce kini ,	O O O O
han i gisun be baha fi ,	O O O O O O O
poo sinda me tuwa mbi ,	O O O O O O
giyansi be gida ha niyalma be inu wa ha ,	O O O O O O O O O O
ere jaifiyan i ninggu i cooha ,	O O O O O O O
sahaliyan šanggiyan fulgiyan ilan hacin i dobihi ,	O O O O O O O O
bi ere ci julesi tondo i hūsun bu ki ,	O O O O O O O O O O
geren ci ilgabu me tuci fi banji mbi ,	O O O O O O O O O
han i tacibu ha tondo fafun be jurce rakū banji ci ,	O O O O O O O O O O O O
ama i gung ,	O O O O
kiyan can tun i wang tsy ,	BSC-B BSC-I BSC-I O BSC-B BSC-I O
abka min be ainu urule re bi he ,	O O O O O O O O O
eji ,	PER-B O
jeku ambula bisi re niyalma in i niyaman hūncihin be uji ki se ci ,	O O O O O O O O O O O O O O O
gvlmahūn erin de ,	O O O O
sunja tatan i beile se ,	O O O O O O
tuttu o ci ,	O O O O
gūsa i ejen buren burde he manggi ,	O O O O O O O O
nikan gurun de nene me aca ci ,	O O O O O O O O
wehe i bithe be jase i jaka de ba ba de ilibu me ,	O O O O O O O O O O O O O O
cooha be geren seme ,	O O O O O
baran ,	O O
tere gemu alban guwebu me gai ha ngge waka ci ,	O O O O O O O O O O O
han ,	O O
jakūn beile se i ihan i adun i niyalma be ,	O O O O O O O O O O O
○ tere inenggi ,	O O O O
beiguwan ci wesihun monggoli habi .	O O O O O O
hūturi juse omosi de tuta mbi ,	O O O O O O O
han jili banji fi ,	O O O O O
hithai daise iogi be ,	PER-B O O O O
haha emu tanggū jakūnju ,	O O O O O
juse hehe gaibu ha nadan monggo ubaša me dosinji ha ,	O O O O O O O O O O O
han hendu me ,	O O O O
moo ihan i weihe ,	O O O O O
julergi golo de dosi fi ,	O O O O O O
tere be takūra mbi ,	O O O O O
lefu aidagan be nene me gabta ha niyalma ,	O O O O O O O O O
ihan alin de afa ha seme ,	BSC-B BSC-I O O O O O
genggiyen han ,	BSC-B BSC-I O
emu jergi buce re weile be guwebu mbi .	O O O O O O O O O
nunggan subargan ,	BSC-B BSC-I O
dobori golmin cimari erde ili fi gurun i baita icihiya cina seme hendu he .	O O O O O O O O O O O O O O O
dulga cooha i niyalma dosi me jabdu hakū kabu fi ,	O O O O O O O O O O O
ere tofohon niyalma duici jergi ,	O O O O O O
jakūn gūsa i jakūn iogi ,	O O O O O O
min de ai dalji seme tuttu kai ,	O O O O O O O O
nikan de da fi aisin gurun i han de ainu ehe seme ,	O O O O O O O O O O O O O
ilan ubu sinda fi ,	O O O O O
dobihi dahū ninggun ,	O O O O
ajige be amba obu re ngge ,	O O O O O O O
yambulu min be wa kini ,	PER-B O O O O O
ebše re baita o ci ,	O O O O O O
niowanggiyaha i jugūn be cooha ji he seme taka isinji rakū ,	PLC-B O O O O O O O O O O O
bartai ,	PER-B O
ihan ,	O O
uju jergi tsanjiyang de juwete bu he ,	O O O O O O O O
tere dobori duli fi juwan juwe i cimari muduri erin de ,	O O O O O O O O O O O O
nikan gurun i wan lii han i dehi nadan tumen cooha de ,	O O O BSC-B BSC-I BSC-I O O O O O O O
○ dajihan be ,	O PER-B O O
tere ci amin taiji ,	O O BSC-B BSC-I O
tule gene re horho de dengjan bene fi lakiya ∅ ,	O O O O O O O O O O O
tuttu akū ci ,	O O O O
geren beiguwan de kiru ilata juru ,	O O O O O O O
hiyan šan pu i niyalma ,	BSC-B BSC-I BSC-I O O O
min i juse omosi jalan hala me han de gosibu me wesihun banji kini .	O O O O O O O O O O O O O O O
akū ci ,	O O O
bo lo pu i jaka de hūsita niru i aha šose te hebi ,	BSC-B BSC-I BSC-I O O O PER-B O O O PER-B O O O
dain i doro de ,	O O O O O
cooha gene he beile se amban sa cooha i niyalma be aca fi ,	O O O O O O O O O O O O O O
min be nadan amba koro koro bu fi ,	O O O O O O O O O
ilan fujin ,	O O O
beile se amban sa hecen de bi he cooha be gai fi ,	O O O O O O O O O O O O O
mao wen lung ni ilan tanggū cooha dobori ji fi afa ra de ,	BSC-B BSC-I BSC-I O O O O O O O O O O O
gūwa be hendu ci ete mbi o seme weile ara fi ,	O O O O O O O O O O O O
ere aniya tari ha jeku be ,	O O O O O O O
juwan ilaci jergi ,	O O O O
ici ergi duin gūsa i ba de ili fi ,	O O O O O O O O O O
ere cooha be geren seme ume gūni re ,	O O O O O O O O O
jušen nikan forgošo me hūlaša me te he ba kai ,	O O O O O O O O O O O
tu wacihiya me tukiye ∅ ,	O O O O O O
ihan mada ra ,	O O O O
juwe honin ,	O O O
han hendu me ,	O O O O
han duin temen ,	O O O O
te bi endebu me gūwa ba de gene re ukanju dere seme gai ha mujangga seme ,	O O O O O O O O O O O O O O O O O
tanggū coko de juwan yan tooda me gai ha ,	O O O O O O O O O O
○ esentei be ,	O PER-B O O
sele urebu re ša jing ni ba i niyalma be ,	O O O BSC-B BSC-I O O O O O O
ajige ajige deji bu fi baha ha niyalma gemu gai kini ,	O O O O O O O O O O O O
sio yan i siden de te mbi ,	BSC-B BSC-I O O O O O O
gašan i juwan nadan amban i juse be ,	O O O O O O O O O
juwe ulgiyan ,	O O O
tere gisun be men de tucibu me ala rakū ci ,	O O O O O O O O O O O
nikada ,	PER-B O
tuttu o ho de ,	O O O O O
han ,	O O
beile se amban sa gemu ile ∅ seme ilebu he .	O O O O O O O O O O O
fusi golo be cooha dosi fi ,	BSC-B BSC-I O O O O O
acan hai si wei lai wei i du jy hūi ciyanši sibu i jui hūsimu ,	O BSC-B BSC-I BSC-B BSC-I BSC-I O O O O O PER-B O O PER-B O
uji ∅ seme emu boo de juwete amban mehejen ulgiyan ,	O O O O O O O O O O O
majige jobo ro be jobo mbi se ci ,	O O O O O O O O O
te amala gisure he seme dabu rakū seme nakabu ha .	O O O O O O O O O O O
menggun i moro emke ,	O O O O O
han hendu me ,	O O O O
jete re jeku ,	O O O O
urut ci ji he monggo i beile se amban sa ,	PLC-B O O O O O O O O O O
han hendu me ,	O O O O
iosan tun i sy io fa ,	BSC-B BSC-I O BSC-B BSC-I BSC-I O
ulgiyan ho wei i du jy hūi ciyanši baši i jui urga ,	BSC-B BSC-I BSC-I O O O O O PER-B O O PER-B O
cen i nukte re ba ci emte ihan ,	O O O O O O O O O
fu jeo ,	BSC-B BSC-I O
uici ,	PER-B O
giya jing ni dehi juwe ci aniya ninggun biya i juwan duin de baha ha ,	BSC-B BSC-I O O O O O O O O O O O O O O
tere gisun be han de alana ha ,	O O O O O O O O
○ juwan jakūn de ,	O O O O O
ice sunja de emgeri ,	O O O O O
nio juwang de weri fi ji ∅ ,	BSC-B BSC-I O O O O O O
han hendu me ,	O O O O
han' yūn be iogi obu ha ,	BSC-B BSC-I O O O O O
ere juwe niyalma juwan ilaci jergi ,	O O O O O O O
○ ping lu pu i šeo pu de ,	O BSC-B BSC-I BSC-I O O O O O
han i bithe ,	O O O O
gaji ∅ ,	O O O
○ du tang ni bithe ,	O O O O O O
gida ha aika jaka be gemu gai fi uyun yan i weile ara ha .	O O O O O O O O O O O O O O O
isi rakū ci ,	O O O O
muhu i susu de warka de gene he amban sa be aca ha ,	BSC-B BSC-I BSC-I O PLC-B O O O O O O O O O
sure kundulen han jili banji fi ,	BSC-B BSC-I BSC-I O O O O
○ monggo de cooha gene he beile se ,	O O O O O O O O O
tanggū yan i weile gai ha ,	O O O O O O O
emte tanggū susaita boso ,	O O O O O
han i bithe ,	O O O O
han i beye jase ci orin ba i dube de isinji fi ,	O O O O O O O O O O O O O
emu poo sinda ∅ ,	O O O O O
yoo jeo de sabu mbi se he cuwan bedere he seme alanji ha ,	BSC-B BSC-I O O O O O O O O O O O O
○ ilan biya i ice de ,	O O O O O O O
te edun amban ,	O O O O
nalaki ho wei i du jy hūi ciyanši duingge i jui weinahūn ,	BSC-B BSC-I BSC-I O O O O O O O O PER-B O
han i helme me ilibu ha cooha ,	O O O O O O O O
nadan yafahan nikan ,	O O O O
jao wei jung ni gese sin i solho i jaka ci ubaša me ji he de ,	BSC-B BSC-I BSC-I O O O O O O O O O O O O O O
○ juwan emu de ,	O O O O O
ete re niyalma be ere cooha kadala ci ete mbi ,	O O O O O O O O O O O
yoge janggin ,	O O O
○ wei giya ling ,	O BSC-B BSC-I BSC-I O
in i etu he seke i tunggen silun i fisa sinda me ara ha dahū ,	O O O O O O O O O O O O O O O O
ilan niyalma i canggi komso aibide gene mbihe ,	O O O O O O O O O
○ orin duin de ,	O O O O O
han i elcin unggi ∅ .	O O O O O O
namida hari i sargan ji fi ,	BSC-B BSC-I O O O O O
wang hai to ,	BSC-B BSC-I BSC-I O
jai jakūn niyalma be tanggūta šusiha šusihala fi ,	O O O O O O O O O
juwe ihan bu he ,	O O O O O
liyoodung ni šurde me jušen i kamci ha ba i niyalma ,	PLC-B O O O O O O O O O O O
○ tere inenggi ,	O O O O
doro jafa ha gurun i ejen han beile ,	O O O O O O O O O
cooha i morin be ulebu me gama ∅ seme hūla ra onggolo ,	O O O O O O O O O O O O O
tuci ke ilaci inenggi ,	O O O O O
jugūn de jide re de ,	O O O O O O
gung akū niyalma be niyaman hūncihin seme guwebu rakū ,	O O O O O O O O O O
tsanjiyang ,	O O
han i doron gida ha bithe jafabu fi ,	O O O O O O O O O
bi emu ajige hitahūn i gese weile be ara hakū bi he ,	O O O O O O O O O O O O O
gurun be gemu bi baha ha ,	O O O O O O O
afabu ha jurgan be kice me tondo i banji ki ,	O O O O O O O O O O O
juwan haha de emu niyalma tuci fi weile mbi kai ,	O O O O O O O O O O O
sara ,	O O
nene me juwan yan aisin be ecike ali me gai ha ,	O O O O O O O O O O O O
solho i ergi de anafu tene he ngge ji he ,	O O O O O O O O O O O
ikiri buren burde he de ,	O O O O O O
jibca dahū uyunju emu ,	O O O O O
esitu ,	PER-B O
morin akū seme gašan de ume bisi re ,	O O O O O O O O O
emu ciyandzung de duin niyalma ,	O O O O O O
emte beiguwan ,	O O O
bak taiji han de juwe morin ,	BSC-B BSC-I O O O O O
juwe jergi buce re weile be guwebu mbi ,	O O O O O O O O O
○ du tang ni bithe ,	O O O O O O
umai erdemu akū ucun ucule re niyalma o ci ,	O O O O O O O O O O
eigen sargan be delhebu hekū ,	O O O O O O
nikasa de wasimbu ha gisun ,	O O O O O O
an nan ,	BSC-B BSC-I O
cen i ciha ciha i banji mbihe ,	O O O O O O O O
baha ha hecen te he boo be waliya fi ,	O O O O O O O O O O
abka i enduri dali fi da hakū dere ,	O O O O O O O O O
gaha te mbi .	O O O O
han i bithe ,	O O O O
ere be dabu me menggun sunjata tanggū yan ,	O O O O O O O O O
anafu te me gene mbi seme ala ∅ ,	O O O O O O O O O
karkama ,	PER-B O
iogi i jui be daha ha ninju isi me giyajan sa be gemu wa fi ,	O O O O O O O O O O O O O O O O
han ,	O O
jori ha jurgan be jurce rakū seme beiguwan obu ha .	O O O O O O O O O O O
mocin samsu ambula bu he ,	O O O O O O
ara rakū jaka be ara ra faksi niyalma ,	O O O O O O O O O
juwe bithe be geren de donjibu me hūla fi deiji he .	O O O O O O O O O O O O
han ,	O O
juleri afa ha seme emhun gai mbihe o ,	O O O O O O O O O
muse be tere i gese o ho de aina ra seme gisure he se re ,	O O O O O O O O O O O O O O O O
tulergi ci jide rakū ,	O O O O O
jai mudan ula de niyengniyeri cooha gene re de ,	O O O O O O O O O O
juwe rakū sin i boo i jeku bu ci inu waji ha .	O O O O O O O O O O O O O
min i juse omosi jalan hala me han de gosibu me wesihun banji kini .	O O O O O O O O O O O O O O O
bata kimun seme gida rakū ,	O O O O O O
ere ninggun boigon be hai jeo de tebu he .	O O O O BSC-B BSC-I O O O O
g'ai jeo de tebu he ,	BSC-B BSC-I O O O O
juwe ilan ba i cooha aca fi jai suwele ∅ ,	O O O O O O O O O O O
niyalma weile akū ba de ehe be deribu mbi o ,	O O O O O O O O O O O
juwe jergi buce re weile be guwebu mbi .	O O O O O O O O O
šoto ,	PER-B O
emte kiyoo dagila ∅ ,	O O O O O
niru i niyalma gercile he manggi ,	O O O O O O O
ihan ,	O O
suwen be juse de salibu habi o ,	O O O O O O O O
alin hada de samsi fi beye somi me bi he niyalma ,	O O O O O O O O O O O O
namu ho wei i du jy hūi ciyanši silu i jui dung darhan ,	BSC-B BSC-I BSC-I O O O O O PER-B O O BSC-B BSC-I O
weihuken uksin etu he niyalma be amargi ci gabtabu me ,	O O O O O O O O O O O
tuwa sinda me wa ha ,	O O O O O O
emu jergi buce re weile be guwebu mbi .	O O O O O O O O O
abka na wakala fi ehe sui isi kini ,	O O O O O O O O O
tere i amala ,	O O O O
suwen i dere de cifele mbi ,	O O O O O O O
beiguwan ,	O O
fujiyang fakca hakū seme wesihun han de ala ∅ ,	O O O O O O O O O O
lo cing šan ,	BSC-B BSC-I BSC-I O
kvthū me gabta me saci me afa ha beye seme jilida me hendu fi ,	O O O O O O O O O O O O O O O
olho ci ,	O O O
nikan gurun be min i daila ra onggolo ,	O O O O O O O O O
nikan i sin i emu tanggū ninju hule bi se he ngge ,	O O O O O O O O O O O O O
○ du tang ni bithe ,	O O O O O O
emu ba de emu tanggū cooha ,	O O O O O O O
joriktu ecike ,	BSC-B BSC-I O
orin gūsin niyalma ada fi tafa ci o mbi seme ala ha manggi ,	O O O O O O O O O O O O O O
pinggu moo emu tanggū juwan duin ,	O O O O O O O
tongki fuka sinda ha hergen i dangse .	O O O O O O O O
min i ere jurgan be ume oihorila ra .	O O O O O O O O O
janu ,	PER-B O
juwan jakūn de aita fujiyang de wasimbu ha ,	O O O PER-B O O O O O
sunja niru i ejen ,	O O O O O
○ asari beiguwan .	O O O O
jušen i ba de gene he de ,	O O O O O O O O
amba doro be jafabu ci ,	O O O O O O
monggo gurun i alban benji he temujin be tuwa ci ,	O O O O O O PER-B O O O O
min be dulba i bi seme gūni rahū ,	O O O O O O O O O
○ juwan nadan de ,	O O O O O
ilan šeo pu de juwete niyalma ,	O O O O O O O
jai afa hakū gemu daha ha ,	O O O O O O O
be jafa fi suwen de bu re seme ,	O O O O O O O O O
mangga moo i abdaha de aiha i adali filtahūn bisi re be sa fi ,	O O O O O O O O O O O O O O O
wesibu fi beiguwan obu ha ,	O O O O O O
karun gene fi ,	O O O O
wan lii i te he aniya ninggun biya i juwan duin de baha ha ,	BSC-B BSC-I O O O O O O O O O O O O O
juwan duin de gene he .	O O O O O O
bi jai we de akda ra ,	O O O O O O O
dzung bing guwan ci fusihūn ,	O O O O O O
guwangning de yooni isina hakūbi o ,	PLC-B O O O O O O
cihangga o ci ,	O O O O
susai uksin bu re ,	O O O O O
juwanta honin bu he ,	O O O O O
morin ihan hūwaita ra niyalma be sa ha de ,	O O O O O O O O O O
duite kiru bu he .	O O O O O
gurun i usin jeku icihiya ra tung pan i hergen bu he ,	O O O O O O O O O O O O O
yoo jeo i julergi šundoi niru i te he boigon i fu de ,	BSC-B BSC-I O O PER-B O O O O O O O O O
niyalma gūsin funce me wa fi ,	O O O O O O O
inu sin de bene mbi ,	O O O O O O
fiongdon ici ergi gala i uhereme da ejen uju jergi amban bi he .	PER-B O O O O O O O O O O O O O
han de isina fi ,	O O O O O
amban i gebu de coohala ha dari ambula šangna me bu mbi kai ,	O O O O O O O O O O O O O O
gūwa geren cooha i niyalma dosi ci ,	O O O O O O O O
ilata baksi ,	O O O
ebergi dalin de juwe weihu i jide re tofohon niyalma be jafa ha ,	O O O O O O O O O O O O O O
abka i hoton ara kini seme banjibu ha alin i hoton ,	O O O O O O O O O O O O
šose be ,	PER-B O O
lama i gala be jafa me aca fi ,	O O O O O O O O O
gene ci ojo rakū ehe sakda niyalma be ,	O O O O O O O O O
jalangga ,	O O
aisin ninggun yan nadan jiha benji re jaka de ,	O O O O O O O O O O
bi sa mbi ,	O O O O
gašan gulhun de gemu latu mbi seme ,	O O O O O O O O
han i bu re šang ,	O O O O O O
eme ojo rakū seme ,	O O O O O
nikan i mukšan dagila ra be naka rakū ,	O O O O O O O O O
g'o iogi ,	BSC-B BSC-I O
tere ci yabu hakū ,	O O O O O
geren gaha isa ha gese kai ,	O O O O O O O
tere šanggiyan buraki farhūn de dosi fi ,	O O O O O O O O
ilan gin yali ,	O O O O
ilan jalan i takūra ci ,	O O O O O O
monggo taiji i emgi sain niyalma be sonjo fi gaji me ji ∅ ,	BSC-B BSC-I O O O O O O O O O O O O
yaya niyalma ai ai weile de afabu re de ,	O O O O O O O O O O
jaka hiya ,	BSC-B BSC-I O
orin de isinji ha .	O O O O O
muse i gurun be nene me bargiya ki ,	O O O O O O O O O
tuttu min be nadan amba koro koro bu ha manggi ,	O O O O O O O O O O O
hai jeo i niyalma guri me yoo jeo de gene hebi ,	BSC-B BSC-I O O O O BSC-B BSC-I O O O O
adarame o ci ufara mbi seme saikan bodo ∅ ,	O O O O O O O O O O
han hendu me ,	O O O O
abka ci wasi ka aisin gioro halangga niyalma de gala isi ka kooli be si tucibu ∅ ,	O O O O BSC-B BSC-I O O O O O O O O O O O O
○ bangsu be ,	O PER-B O O
hūlha holo mujilen jafa fi sula heolen o ci ,	O O O O O O O O O O
kalka i beile se i emgi nikan be emu hebe i daila mbi seme gashū ha bi he ,	O O O O O O O O O O O O O O O O O O O
tuttu tondo i fafula rakū ehe miosihon jurgan i banji ci ,	O O O O O O O O O O O O
duin ihan ,	O O O
tere hoton i santan ,	O O O PER-B O
fusi hejige i mudan de dedu he ,	PLC-B PLC-B O O O O O O
muse de ji he ere hūda i gūsin niyalma be ,	O O O O O O O O O O O
duin suje ,	O O O
abka de gele rakū ūn ,	O O O O O O
○ juwan juwe de ,	O O O O O
bi manju be daila rakū ci ,	O O O O O O O
manggūldai eigen sargan be han i boo de dosimbu fi buda ulebu he ,	PER-B O O O O O O O O O O O O O
jeku bošo me juwe kini .	O O O O O O
uji re faksi niyalma de afabu fi tuwakiyabu ∅ ,	O O O O O O O O O O
juwan iole he hoošan alban benji he seme ,	O O O O O O O O O
emu biya o hakū ,	O O O O O
batma de duite haha i jušen tokso emte ,	PER-B O O O O O O O O
○ yeodehe ,	O PER-B O
beile se i gisun akū ,	O O O O O O
arigowan mafa ,	BSC-B BSC-I O
jaisanggū ,	PER-B O
duin minggan olji baha ha ,	O O O O O O
gege be ,	O O O
tere yaya ci dele ,	O O O O O
gana ha jeku be inu acan je ∅ ,	O O O O O O O O O
ubatai ,	PER-B O
te emu honin de juwe mocin o kini ,	O O O O O O O O O
juwe morin gaji me ,	O O O O O
lamun ho wei i du jy hūi tungjy samha i jui yekehe ,	BSC-B BSC-I BSC-I O O O O O O O O PER-B O
agūra dacun akū ,	O O O O
wan lii i duici aniya duin biya i tofohon de baha ha ,	BSC-B BSC-I O O O O O O O O O O O
ende me cala me weile baha ci ,	O O O O O O O O
hūsitun niru i yaran janggin nikan i boigon dali me gene fi ,	O O O PLC-B O O O O O O O O O
adun age i gūsa nene me tafa ka seme munggatu niru i niyalma holto me hendu he seme ,	BSC-B BSC-I O O O O O O O PER-B O O O O O O O O O
taigiyan sinda fi gurun de ulin gai me o fi ,	O O O O O O O O O O O
beki ,	O O
erdeni baksi amasi boo de gene he manggi ,	BSC-B BSC-I O O O O O O O
genggiyen han ,	BSC-B BSC-I O
hecen de tafa ka medege be coko erin de alanji ha manggi ,	O O O O O O O O O O O O O
sunjata morin ,	O O O
tere jugūn be fonji fi unggi ∅ ,	O O O O O O O O
morin ,	O O
kude de tebu me gai habi ,	O O O O O O O
abka i gosi ha tondo be efule me ,	O O O O O O O O O
○ juwan jakūn de ,	O O O O O
kamci ha boo i nikan i ihan sejen ,	O O O O O O O O O
nene me isina fi gai ha ,	O O O O O O O
nikan i hafasa ,	O O O O
○ juwan jakūn de ,	O O O O O
an jing jin ,	BSC-B BSC-I BSC-I O
juwete mocin bu he ,	O O O O O
sahaliyan dobihi mahala bu he ,	O O O O O O
uheri susai tumen ilan minggan ninggun tanggū jakūnju emu hule nadan to nadan sin .	O O O O O O O O O O O O O O O
sin i weile ara ha de ama i hergen be ainu efulebu mbi seme doigon de beye hoko cina ,	O O O O O O O O O O O O O O O O O O O O
